"Step","baseline_runseed=4 - training/episode/length","baseline_runseed=4 - training/episode/length__MIN","baseline_runseed=4 - training/episode/length__MAX","baseline_runseed=3 - training/episode/length","baseline_runseed=3 - training/episode/length__MIN","baseline_runseed=3 - training/episode/length__MAX","baseline_runseed=2 - training/episode/length","baseline_runseed=2 - training/episode/length__MIN","baseline_runseed=2 - training/episode/length__MAX","baseline_runseed=1 - training/episode/length","baseline_runseed=1 - training/episode/length__MIN","baseline_runseed=1 - training/episode/length__MAX","baseline_runseed=0 - training/episode/length","baseline_runseed=0 - training/episode/length__MIN","baseline_runseed=0 - training/episode/length__MAX"
"25416896","","","","","","","","","","945","945","945","","",""
"25417152","","","","","","","5000","5000","5000","","","","","",""
"25417344","","","","","","","","","","735","735","735","","",""
"25417600","1549","1549","1549","","","","","","","","","","","",""
"25417664","","","","","","","","","","929","929","929","","",""
"25417728","","","","1256","1256","1256","","","","","","","","",""
"25418112","","","","","","","","","","","","","128","128","128"
"25418304","","","","","","","","","","978","978","978","","",""
"25419200","","","","1773","1773","1773","","","","","","","","",""
"25420352","","","","","","","","","","","","","317","317","317"
"25420416","3877","3877","3877","","","","","","","","","","","",""
"25420864","","","","","","","","","","","","","272","272","272"
"25422720","","","","","","","","","","","","","452","452","452"
"25422976","","","","1699","1699","1699","","","","","","","","",""
"25423104","1711","1711","1711","","","","","","","","","","","",""
"25423360","4377","4377","4377","","","","","","","","","","","",""
"25423872","","","","5000","5000","5000","","","","","","","","",""
"25425536","","","","","","","","","","398","398","398","","",""
"25425600","","","","","","","","","","1523","1523","1523","","",""
"25425664","","","","","","","","","","571","571","571","83","83","83"
"25426432","","","","","","","5000","5000","5000","","","","","",""
"25426496","","","","","","","","","","2823","2823","2823","","",""
"25426560","","","","","","","","","","","","","132","132","132"
"25427200","","","","","","","","","","1108","1108","1108","","",""
"25427648","","","","","","","1084","1084","1084","","","","","",""
"25428800","","","","","","","","","","","","","104","104","104"
"25429440","5000","5000","5000","","","","","","","","","","","",""
"25429952","4116","4116","4116","","","","","","","","","","","",""
"25430016","","","","","","","","","","","","","364","364","364"
"25430592","","","","","","","","","","","","","201","201","201"
"25430720","","","","2417","2417","2417","3769","3769","3769","","","","","",""
"25431104","","","","","","","","","","","","","890","890","890"
"25431424","","","","","","","","","","","","","284","284","284"
"25431616","","","","","","","","","","","","","523","523","523"
"25431744","","","","","","","2664","2664","2664","","","","","",""
"25431872","","","","5000","5000","5000","","","","","","","","",""
"25433024","","","","","","","","","","","","","182","182","182"
"25433088","","","","","","","1894","1894","1894","","","","","",""
"25433664","","","","","","","","","","2378","2378","2378","","",""
"25433728","","","","5000","5000","5000","","","","3868","3868","3868","","",""
"25435136","","","","","","","","","","","","","223","223","223"
"25435264","","","","","","","","","","981","981","981","","",""
"25435712","5000","5000","5000","","","","","","","","","","","",""
"25435840","","","","","","","5000","5000","5000","","","","","",""
"25435968","","","","","","","3255","3255","3255","","","","","",""
"25437056","","","","","","","","","","","","","318","318","318"
"25437696","","","","","","","1352","1352","1352","","","","","",""
"25438208","","","","","","","","","","4286","4286","4286","","",""
"25438400","1031","1031","1031","","","","","","","","","","","",""
"25438848","","","","","","","","","","","","","763","763","763"
"25439616","","","","","","","","","","1855","1855","1855","","",""
"25440000","","","","","","","","","","","","","617","617","617"
"25440128","","","","","","","","","","","","","210","210","210"
"25440704","","","","","","","4615","4615","4615","","","","","",""
"25441408","","","","5000","5000","5000","","","","","","","","",""
"25441536","","","","","","","","","","527","527","527","","",""
"25441664","","","","2506","2506","2506","","","","","","","","",""
"25441984","","","","","","","","","","","","","336","336","336"
"25442048","","","","","","","","","","","","","540","540","540"
"25442176","","","","","","","","","","","","","218","218","218"
"25442752","","","","","","","","","","","","","882","882","882"
"25443584","","","","","","","","","","","","","275","275","275"
"25443840","","","","","","","","","","","","","725","725","725"
"25443904","","","","","","","1037","1037","1037","","","","","",""
"25444096","","","","","","","","","","1980","1980","1980","","",""
"25444352","","","","","","","","","","","","","199","199","199"
"25445824","","","","","","","","","","1543","1543","1543","","",""
"25446848","","","","","","","","","","3384","3384","3384","","",""
"25446912","","","","","","","","","","332","332","332","","",""
"25447296","","","","","","","","","","984","984","984","","",""
"25447680","","","","","","","","","","","","","88","88","88"
"25447936","","","","","","","","","","350","350","350","","",""
"25448576","","","","","","","","","","","","","228","228","228"
"25449728","","","","","","","","","","2708","2708","2708","","",""
"25450560","","","","1027","1027","1027","","","","","","","","",""
"25451584","","","","","","","","","","","","","391","391","391"
"25452608","","","","","","","","","","","","","113","113","113"
"25453504","","","","","","","","","","","","","362","362","362"
"25454400","","","","","","","","","","952","952","952","","",""
"25454976","","","","","","","870","870","870","","","","","",""
"25455104","","","","","","","1190","1190","1190","1833","1833","1833","","",""
"25455296","","","","","","","","","","3148","3148","3148","540","540","540"
"25455744","","","","","","","","","","785","785","785","","",""
"25455872","2003","2003","2003","","","","","","","","","","","",""
"25456064","","","","","","","","","","","","","236","236","236"
"25457408","","","","","","","","","","951","951","951","","",""
"25457664","","","","","","","","","","","","","344","344","344"
"25457920","","","","5000","5000","5000","","","","","","","","",""
"25458048","","","","","","","","","","","","","222","222","222"
"25458176","","","","","","","","","","4021","4021","4021","","",""
"25458368","","","","","","","","","","","","","153","153","153"
"25460672","","","","","","","3480","3480","3480","","","","","",""
"25460864","","","","","","","","","","","","","215","215","215"
"25461696","","","","","","","","","","","","","594","594","594"
"25461888","2202","2202","2202","","","","","","","","","","","",""
"25462080","","","","","","","5000","5000","5000","","","","","",""
"25462464","","","","","","","","","","1758","1758","1758","","",""
"25462784","","","","","","","5000","5000","5000","","","","","",""
"25463232","","","","","","","3322","3322","3322","","","","","",""
"25463296","","","","","","","1614","1614","1614","","","","196","196","196"
"25464576","","","","","","","3054","3054","3054","","","","","",""
"25464640","","","","","","","","","","2433","2433","2433","","",""
"25464768","","","","","","","","","","975","975","975","","",""
"25465344","3371","3371","3371","","","","1944","1944","1944","2583","2583","2583","","",""
"25465472","","","","","","","","","","","","","275","275","275"
"25466112","1706","1706","1706","","","","","","","","","","","",""
"25466368","","","","","","","","","","3799","3799","3799","","",""
"25466624","","","","","","","","","","","","","275","275","275"
"25466688","927","927","927","","","","","","","","","","","",""
"25466816","","","","","","","","","","","","","877","877","877"
"25466880","","","","","","","","","","","","","795","795","795"
"25467520","","","","","","","","","","912","912","912","","",""
"25469376","","","","","","","","","","4721","4721","4721","","",""
"25469760","","","","","","","4046","4046","4046","","","","1059","1059","1059"
"25470016","","","","4932","4932","4932","","","","","","","","",""
"25473536","830","830","830","","","","","","","","","","","",""
"25474304","","","","","","","","","","","","","468","468","468"
"25474624","2592","2592","2592","","","","","","","","","","","",""
"25475072","","","","","","","","","","","","","222","222","222"
"25475136","","","","3571","3571","3571","","","","","","","","",""
"25475264","","","","","","","","","","","","","354","354","354"
"25475520","","","","","","","","","","","","","554","554","554"
"25477056","","","","","","","","","","","","","713","713","713"
"25477504","4121","4121","4121","","","","","","","","","","","",""
"25477568","","","","","","","","","","","","","311","311","311"
"25478976","","","","","","","","","","222","222","222","","",""
"25479104","","","","","","","","","","375","375","375","","",""
"25479232","3705","3705","3705","","","","","","","","","","","",""
"25480320","","","","","","","","","","","","","394","394","394"
"25481792","","","","4945","4945","4945","","","","","","","","",""
"25482304","","","","","","","","","","","","","262","262","262"
"25483392","","","","5000","5000","5000","","","","","","","","",""
"25484096","","","","","","","","","","","","","397","397","397"
"25484416","","","","","","","","","","700","700","700","","",""
"25484544","","","","2450","2450","2450","","","","","","","","",""
"25485376","","","","","","","473","473","473","","","","","",""
"25485696","","","","","","","","","","1111","1111","1111","","",""
"25485760","","","","","","","","","","","","","190","190","190"
"25485952","","","","","","","","","","","","","736","736","736"
"25487488","","","","5000","5000","5000","","","","","","","","",""
"25487552","","","","1610","1610","1610","","","","","","","","",""
"25488384","1423","1423","1423","","","","","","","","","","","",""
"25489024","","","","","","","911","911","911","","","","303","303","303"
"25490560","","","","1998","1998","1998","","","","","","","","",""
"25490688","5000","5000","5000","","","","","","","","","","","",""
"25490880","","","","","","","3350","3350","3350","","","","","",""
"25491840","","","","","","","","","","","","","333","333","333"
"25491904","","","","","","","","","","","","","256","256","256"
"25492480","","","","4905","4905","4905","","","","713","713","713","","",""
"25493248","5000","5000","5000","","","","","","","","","","","",""
"25493632","","","","5000","5000","5000","","","","","","","","",""
"25495296","","","","","","","","","","","","","339","339","339"
"25495616","","","","","","","5000","5000","5000","","","","","",""
"25495936","","","","","","","","","","","","","413","413","413"
"25496192","5000","5000","5000","","","","","","","","","","342","342","342"
"25496256","","","","","","","","","","","","","268","268","268"
"25496704","","","","","","","5000","5000","5000","","","","","",""
"25496768","","","","","","","","","","1853","1853","1853","","",""
"25497408","","","","","","","2357","2357","2357","","","","","",""
"25497728","","","","","","","","","","2491","2491","2491","","",""
"25498368","","","","","","","","","","","","","248","248","248"
"25499520","","","","","","","5000","5000","5000","","","","","",""
"25499584","","","","","","","","","","","","","340","340","340"
"25499904","","","","","","","","","","","","","579","579","579"
"25499968","","","","","","","3726","3726","3726","1148","1148","1148","","",""
"25500544","","","","","","","5000","5000","5000","","","","","",""
"25500992","","","","","","","5000","5000","5000","","","","","",""
"25501504","","","","","","","","","","","","","232","232","232"
"25501888","","","","","","","","","","","","","342","342","342"
"25502080","","","","","","","","","","","","","683","683","683"
"25502208","3296","3296","3296","","","","","","","","","","","",""
"25502848","","","","","","","","","","2829","2829","2829","","",""
"25505536","","","","","","","","","","1559","1559","1559","","",""
"25505792","","","","","","","","","","","","","367","367","367"
"25506560","","","","","","","","","","","","","284","284","284"
"25506816","","","","","","","","","","","","","180","180","180"
"25508416","","","","","","","","","","1269","1269","1269","","",""
"25508480","3559","3559","3559","","","","","","","","","","","",""
"25509632","","","","","","","","","","","","","382","382","382"
"25511616","","","","","","","5000","5000","5000","","","","","",""
"25511936","","","","5000","5000","5000","","","","","","","","",""
"25512448","","","","","","","1489","1489","1489","","","","","",""
"25512512","","","","","","","1169","1169","1169","","","","","",""
"25512640","","","","","","","","","","","","","79","79","79"
"25513024","","","","","","","","","","","","","263","263","263"
"25513216","","","","","","","","","","1543","1543","1543","","",""
"25513600","","","","","","","","","","","","","106","106","106"
"25513664","","","","","","","","","","","","","585","585","585"
"25513728","","","","","","","","","","","","","308","308","308"
"25513792","","","","2459","2459","2459","","","","","","","","",""
"25514240","","","","","","","","","","446","446","446","","",""
"25514688","","","","","","","","","","","","","139","139","139"
"25514752","","","","","","","","","","","","","203","203","203"
"25515008","","","","","","","","","","1081","1081","1081","","",""
"25515200","","","","1273","1273","1273","","","","","","","","",""
"25515584","","","","","","","","","","","","","185","185","185"
"25516480","","","","","","","","","","3213","3213","3213","","",""
"25516736","3435","3435","3435","","","","","","","","","","","",""
"25517248","","","","","","","","","","","","","174","174","174"
"25517824","","","","","","","","","","","","","255","255","255"
"25518272","","","","","","","","","","","","","152","152","152"
"25518336","","","","","","","","","","","","","267","267","267"
"25519680","","","","5000","5000","5000","5000","5000","5000","","","","","",""
"25520384","","","","","","","2559","2559","2559","","","","","",""
"25520448","","","","","","","","","","","","","314","314","314"
"25520512","","","","","","","2895","2895","2895","","","","","",""
"25520896","","","","5000","5000","5000","","","","","","","","",""
"25521280","","","","","","","2179","2179","2179","","","","","",""
"25522560","","","","","","","1229","1229","1229","","","","","",""
"25523008","","","","","","","","","","","","","366","366","366"
"25523136","","","","","","","2705","2705","2705","","","","","",""
"25523584","","","","","","","","","","5000","5000","5000","","",""
"25523712","","","","","","","","","","","","","110","110","110"
"25524032","","","","","","","","","","2525","2525","2525","","",""
"25524288","","","","","","","5000","5000","5000","","","","","",""
"25524480","","","","","","","","","","1681","1681","1681","","",""
"25524672","","","","","","","","","","1711","1711","1711","188","188","188"
"25524992","","","","","","","","","","1758","1758","1758","","",""
"25525184","","","","","","","","","","","","","401","401","401"
"25525440","","","","","","","","","","","","","218","218","218"
"25525760","","","","","","","","","","","","","565","565","565"
"25526400","","","","","","","584","584","584","","","","","",""
"25527360","","","","","","","","","","","","","215","215","215"
"25527424","","","","","","","","","","1258","1258","1258","","",""
"25527872","","","","","","","","","","1259","1259","1259","","",""
"25527936","","","","","","","3791","3791","3791","","","","194","194","194"
"25528064","","","","","","","","","","2248","2248","2248","","",""
"25528576","","","","","","","","","","","","","548","548","548"
"25530176","","","","","","","","","","1257","1257","1257","","",""
"25530304","","","","5000","5000","5000","","","","","","","","",""
"25532288","","","","3424","3424","3424","","","","","","","","",""
"25533440","","","","3239","3239","3239","","","","","","","","",""
"25534400","","","","","","","","","","1574","1574","1574","","",""
"25535872","","","","4962","4962","4962","","","","","","","","",""
"25538048","5000","5000","5000","","","","","","","","","","","",""
"25539136","","","","","","","","","","","","","227","227","227"
"25539264","","","","","","","3050","3050","3050","","","","","",""
"25539712","","","","","","","","","","1434","1434","1434","","",""
"25540352","","","","","","","","","","1156","1156","1156","","",""
"25540992","","","","1556","1556","1556","","","","","","","","",""
"25541248","","","","","","","","","","2106","2106","2106","","",""
"25542144","","","","","","","","","","","","","419","419","419"
"25542272","","","","","","","2927","2927","2927","","","","","",""
"25542336","3648","3648","3648","","","","","","","","","","","",""
"25543296","","","","","","","","","","","","","528","528","528"
"25543552","","","","","","","","","","242","242","242","","",""
"25543680","","","","","","","","","","425","425","425","","",""
"25544832","","","","","","","","","","1354","1354","1354","","",""
"25545216","","","","","","","","","","","","","254","254","254"
"25545472","","","","","","","","","","","","","239","239","239"
"25545536","","","","","","","","","","","","","266","266","266"
"25545664","","","","","","","","","","5000","5000","5000","","",""
"25546432","","","","","","","","","","","","","289","289","289"
"25546944","","","","","","","5000","5000","5000","","","","","",""
"25547072","","","","","","","","","","786","786","786","","",""
"25547584","","","","","","","","","","657","657","657","","",""
"25547904","2948","2948","2948","","","","","","","","","","","",""
"25547968","","","","","","","","","","","","","190","190","190"
"25548224","","","","","","","","","","1232","1232","1232","","",""
"25548736","","","","","","","","","","","","","150","150","150"
"25548928","","","","","","","5000","5000","5000","","","","","",""
"25548992","","","","5000","5000","5000","","","","","","","","",""
"25549248","","","","","","","","","","1277","1277","1277","","",""
"25549376","","","","1961","1961","1961","","","","","","","","",""
"25549440","5000","5000","5000","3369","3369","3369","","","","","","","542","542","542"
"25550208","5000","5000","5000","","","","","","","","","","","",""
"25550720","","","","","","","","","","1036","1036","1036","","",""
"25550976","","","","","","","","","","1488","1488","1488","","",""
"25551040","","","","","","","2184","2184","2184","","","","623","623","623"
"25551296","","","","","","","","","","","","","907","907","907"
"25551744","","","","","","","","","","","","","304","304","304"
"25552000","","","","5000","5000","5000","5000","5000","5000","","","","","",""
"25552192","5000","5000","5000","","","","","","","","","","","",""
"25552512","","","","","","","","","","4478","4478","4478","","",""
"25552832","","","","","","","","","","1861","1861","1861","","",""
"25552960","","","","","","","896","896","896","","","","","",""
"25553152","","","","4869","4869","4869","","","","","","","","",""
"25554112","","","","","","","","","","","","","335","335","335"
"25554624","","","","","","","","","","3882","3882","3882","","",""
"25554688","","","","","","","","","","1181","1181","1181","148","148","148"
"25555520","","","","","","","","","","1741","1741","1741","","",""
"25555584","","","","","","","","","","","","","200","200","200"
"25556672","","","","","","","567","567","567","","","","","",""
"25556928","4692","4692","4692","","","","","","","","","","","",""
"25557056","","","","5000","5000","5000","","","","","","","","",""
"25558144","","","","","","","","","","","","","511","511","511"
"25558208","","","","","","","","","","","","","382","382","382"
"25558336","","","","","","","","","","","","","541","541","541"
"25558592","","","","","","","","","","1614","1614","1614","","",""
"25558784","","","","","","","","","","3239","3239","3239","","",""
"25560576","","","","","","","","","","","","","95","95","95"
"25561664","","","","","","","","","","","","","112","112","112"
"25561792","","","","","","","4736","4736","4736","","","","","",""
"25562816","","","","","","","","","","","","","317","317","317"
"25563008","","","","","","","992","992","992","","","","","",""
"25563136","","","","","","","","","","","","","380","380","380"
"25563712","","","","","","","2126","2126","2126","1031","1031","1031","","",""
"25564096","","","","","","","","","","","","","252","252","252"
"25564160","","","","","","","","","","780","780","780","","",""
"25564352","","","","","","","","","","2292","2292","2292","","",""
"25565568","","","","","","","1599","1599","1599","634","634","634","161","161","161"
"25565952","","","","","","","","","","176","176","176","","",""
"25566016","","","","","","","1174","1174","1174","","","","","",""
"25566080","5000","5000","5000","","","","","","","","","","","",""
"25566336","5000","5000","5000","","","","","","","","","","","",""
"25566464","","","","","","","","","","","","","141","141","141"
"25567360","","","","","","","","","","","","","85","85","85"
"25567488","5000","5000","5000","","","","","","","","","","","",""
"25567552","","","","","","","","","","","","","247","247","247"
"25569472","","","","","","","","","","3288","3288","3288","","",""
"25569536","","","","","","","","","","5000","5000","5000","","",""
"25569664","","","","","","","1089","1089","1089","","","","","",""
"25569728","2094","2094","2094","","","","","","","","","","197","197","197"
"25570304","","","","","","","","","","1427","1427","1427","","",""
"25570560","","","","","","","","","","","","","816","816","816"
"25571328","","","","","","","","","","","","","349","349","349"
"25571392","","","","","","","","","","","","","253","253","253"
"25571648","","","","","","","","","","","","","228","228","228"
"25571840","","","","","","","","","","204","204","204","","",""
"25572416","","","","","","","","","","2143","2143","2143","","",""
"25572608","","","","","","","","","","","","","305","305","305"
"25573568","","","","1807","1807","1807","","","","","","","","",""
"25573760","","","","","","","","","","","","","142","142","142"
"25574784","","","","","","","","","","2594","2594","2594","","",""
"25575040","","","","","","","","","","1838","1838","1838","","",""
"25575168","","","","","","","","","","","","","235","235","235"
"25575552","586","586","586","","","","","","","","","","","",""
"25575744","1243","1243","1243","","","","","","","","","","","",""
"25575936","","","","3925","3925","3925","","","","","","","","",""
"25576384","","","","","","","","","","","","","233","233","233"
"25577216","","","","","","","","","","1207","1207","1207","","",""
"25578240","","","","","","","","","","","","","210","210","210"
"25578816","","","","4698","4698","4698","","","","","","","","",""
"25579392","","","","","","","","","","3898","3898","3898","","",""
"25580224","","","","","","","","","","623","623","623","","",""
"25580800","3043","3043","3043","","","","","","","","","","","",""
"25581056","","","","","","","","","","144","144","144","","",""
"25581376","","","","","","","","","","518","518","518","416","416","416"
"25581440","","","","","","","","","","","","","271","271","271"
"25581568","5000","5000","5000","","","","","","","","","","","",""
"25582080","","","","","","","","","","","","","176","176","176"
"25583296","4617","4617","4617","","","","","","","","","","243","243","243"
"25583552","","","","","","","","","","","","","319","319","319"
"25583744","","","","","","","","","","","","","212","212","212"
"25584704","","","","","","","","","","2731","2731","2731","","",""
"25585024","","","","","","","","","","","","","1381","1381","1381"
"25586368","","","","","","","","","","","","","165","165","165"
"25587008","","","","","","","","","","","","","242","242","242"
"25587072","","","","","","","2064","2064","2064","","","","","",""
"25588416","","","","","","","496","496","496","","","","","",""
"25588480","","","","4083","4083","4083","","","","","","","","",""
"25588608","","","","","","","","","","4568","4568","4568","","",""
"25588736","2588","2588","2588","","","","","","","","","","","",""
"25589312","","","","","","","","","","","","","158","158","158"
"25590272","3850","3850","3850","","","","","","","","","","","",""
"25590784","","","","5000","5000","5000","","","","","","","","",""
"25591040","","","","","","","","","","","","","434","434","434"
"25591232","","","","","","","","","","","","","370","370","370"
"25591680","","","","","","","772","772","772","","","","","",""
"25591808","","","","","","","2016","2016","2016","","","","","",""
"25591936","","","","","","","441","441","441","","","","","",""
"25592064","5000","5000","5000","","","","","","","","","","","",""
"25592704","","","","","","","","","","","","","271","271","271"
"25593152","","","","","","","","","","635","635","635","","",""
"25593408","","","","5000","5000","5000","","","","","","","","",""
"25593920","5000","5000","5000","","","","","","","","","","","",""
"25594240","","","","","","","","","","772","772","772","","",""
"25595968","","","","","","","","","","","","","137","137","137"
"25596096","","","","","","","","","","709","709","709","","",""
"25596160","","","","","","","","","","","","","412","412","412"
"25596224","","","","","","","","","","","","","105","105","105"
"25596480","","","","3230","3230","3230","","","","","","","","",""
"25597376","","","","","","","5000","5000","5000","","","","","",""
"25598272","","","","3599","3599","3599","","","","","","","","",""
"25598464","","","","2311","2311","2311","","","","","","","","",""
"25598784","","","","","","","5000","5000","5000","","","","","",""
"25598848","","","","","","","","","","","","","192","192","192"
"25599936","","","","","","","","","","4708","4708","4708","","",""
"25600192","","","","4320","4320","4320","","","","","","","","",""
"25600960","","","","","","","","","","","","","109","109","109"
"25602048","","","","822","822","822","","","","","","","","",""
"25603072","","","","","","","","","","","","","347","347","347"
"25603584","","","","","","","5000","5000","5000","","","","","",""
"25603712","","","","","","","","","","","","","283","283","283"
"25603968","","","","","","","","","","1742","1742","1742","","",""
"25604416","5000","5000","5000","","","","","","","","","","","",""
"25605632","","","","","","","4972","4972","4972","","","","","",""
"25605888","","","","","","","","","","2931","2931","2931","","",""
"25606080","","","","","","","","","","","","","352","352","352"
"25607296","","","","","","","","","","","","","279","279","279"
"25608192","","","","","","","","","","","","","678","678","678"
"25608256","5000","5000","5000","","","","","","","","","","","",""
"25608320","","","","","","","","","","4091","4091","4091","","",""
"25608448","","","","","","","","","","","","","345","345","345"
"25608576","","","","805","805","805","","","","","","","","",""
"25608640","","","","","","","","","","","","","120","120","120"
"25610752","","","","3688","3688","3688","","","","2644","2644","2644","","",""
"25610880","","","","","","","","","","1195","1195","1195","","",""
"25611584","","","","","","","","","","1099","1099","1099","","",""
"25611776","","","","","","","","","","","","","194","194","194"
"25611968","","","","","","","5000","5000","5000","","","","","",""
"25612608","","","","","","","","","","","","","517","517","517"
"25612672","","","","","","","","","","","","","287","287","287"
"25612736","","","","","","","","","","766","766","766","","",""
"25612992","","","","","","","","","","1022","1022","1022","","",""
"25613184","","","","","","","","","","","","","971","971","971"
"25613248","","","","","","","1998","1998","1998","","","","","",""
"25614080","","","","5000","5000","5000","","","","","","","","",""
"25614272","","","","","","","","","","2751","2751","2751","","",""
"25614720","","","","","","","","","","526","526","526","","",""
"25614784","","","","","","","5000","5000","5000","","","","","",""
"25615104","1764","1764","1764","","","","","","","","","","","",""
"25615744","","","","","","","","","","722","722","722","","",""
"25616640","","","","","","","","","","","","","332","332","332"
"25617216","","","","3035","3035","3035","","","","","","","","",""
"25617728","","","","3577","3577","3577","","","","","","","","",""
"25618880","","","","","","","","","","","","","309","309","309"
"25619072","","","","5000","5000","5000","","","","","","","","",""
"25619136","","","","","","","5000","5000","5000","","","","","",""
"25619520","","","","5000","5000","5000","","","","","","","","",""
"25619776","","","","1685","1685","1685","","","","","","","","",""
"25620096","","","","","","","","","","","","","274","274","274"
"25620480","","","","","","","1550","1550","1550","","","","","",""
"25620992","","","","","","","3945","3945","3945","","","","","",""
"25621440","","","","5000","5000","5000","","","","","","","","",""
"25622144","","","","","","","5000","5000","5000","","","","","",""
"25622656","5000","5000","5000","","","","","","","","","","","",""
"25622720","","","","","","","","","","887","887","887","","",""
"25622784","","","","","","","","","","3210","3210","3210","","",""
"25622848","","","","","","","1567","1567","1567","","","","","",""
"25623040","","","","","","","","","","","","","141","141","141"
"25623232","","","","","","","","","","","","","266","266","266"
"25623744","","","","","","","","","","2646","2646","2646","","",""
"25623808","","","","","","","","","","1199","1199","1199","","",""
"25624000","","","","","","","","","","","","","627","627","627"
"25624384","","","","5000","5000","5000","","","","","","","","",""
"25625088","","","","","","","","","","224","224","224","222","222","222"
"25626368","","","","","","","","","","","","","175","175","175"
"25627904","","","","812","812","812","","","","","","","","",""
"25629056","","","","","","","","","","","","","288","288","288"
"25629120","","","","5000","5000","5000","","","","","","","","",""
"25629184","","","","","","","1606","1606","1606","","","","","",""
"25629248","","","","","","","1286","1286","1286","","","","","",""
"25629952","","","","3557","3557","3557","","","","","","","","",""
"25630784","","","","","","","","","","1608","1608","1608","","",""
"25630848","2150","2150","2150","","","","","","","","","","","",""
"25630912","","","","","","","","","","914","914","914","","",""
"25631808","5000","5000","5000","","","","","","","","","","","",""
"25632000","","","","","","","","","","1195","1195","1195","","",""
"25632768","","","","","","","","","","906","906","906","","",""
"25633024","","","","","","","1717","1717","1717","","","","","",""
"25633152","","","","","","","","","","","","","471","471","471"
"25634176","","","","","","","","","","","","","507","507","507"
"25635008","","","","","","","3176","3176","3176","","","","","",""
"25635776","","","","2269","2269","2269","","","","","","","","",""
"25636032","942","942","942","","","","","","","","","","257","257","257"
"25637056","5000","5000","5000","","","","","","","","","","","",""
"25637312","","","","","","","5000","5000","5000","","","","","",""
"25637888","","","","","","","","","","","","","187","187","187"
"25638144","","","","","","","","","","5000","5000","5000","","",""
"25638336","","","","","","","","","","","","","326","326","326"
"25638848","","","","","","","","","","","","","1367","1367","1367"
"25638912","","","","","","","","","","1401","1401","1401","","",""
"25639424","","","","","","","","","","1382","1382","1382","","",""
"25639552","","","","","","","","","","","","","229","229","229"
"25639744","3286","3286","3286","","","","","","","","","","","",""
"25640192","","","","","","","","","","1808","1808","1808","","",""
"25640384","","","","","","","","","","1191","1191","1191","","",""
"25640896","","","","","","","","","","","","","247","247","247"
"25641280","","","","5000","5000","5000","","","","","","","","",""
"25641408","","","","","","","","","","","","","153","153","153"
"25641856","5000","5000","5000","","","","","","","","","","","",""
"25641984","3890","3890","3890","","","","","","","","","","","",""
"25642240","","","","","","","","","","","","","365","365","365"
"25642304","","","","","","","","","","","","","455","455","455"
"25643520","4880","4880","4880","","","","","","","","","","","",""
"25644160","","","","","","","","","","","","","187","187","187"
"25644608","","","","","","","","","","","","","90","90","90"
"25644672","","","","","","","","","","","","","588","588","588"
"25645824","","","","","","","5000","5000","5000","","","","","",""
"25646208","","","","","","","","","","","","","224","224","224"
"25646592","","","","","","","","","","1084","1084","1084","","",""
"25646720","","","","","","","","","","358","358","358","","",""
"25647040","","","","","","","","","","825","825","825","","",""
"25647680","","","","","","","5000","5000","5000","","","","","",""
"25647744","","","","","","","","","","","","","513","513","513"
"25648384","","","","","","","1521","1521","1521","","","","","",""
"25648448","4524","4524","4524","","","","","","","","","","","",""
"25648512","","","","","","","","","","1607","1607","1607","","",""
"25648576","","","","","","","","","","","","","72","72","72"
"25648704","","","","","","","","","","","","","349","349","349"
"25649216","","","","","","","","","","","","","253","253","253"
"25649280","5000","5000","5000","","","","","","","","","","","",""
"25649728","","","","5000","5000","5000","","","","","","","","",""
"25649984","","","","","","","","","","","","","173","173","173"
"25651008","","","","","","","5000","5000","5000","","","","","",""
"25651520","","","","","","","1336","1336","1336","","","","","",""
"25652032","","","","","","","","","","","","","862","862","862"
"25652096","","","","","","","","","","","","","196","196","196"
"25652608","","","","","","","","","","","","","125","125","125"
"25652864","5000","5000","5000","","","","","","","","","","","",""
"25652992","","","","3863","3863","3863","","","","","","","","",""
"25653184","","","","","","","","","","2018","2018","2018","","",""
"25653376","","","","","","","","","","","","","394","394","394"
"25653632","","","","","","","1787","1787","1787","","","","","",""
"25653760","2923","2923","2923","","","","","","","","","","","",""
"25654336","","","","1889","1889","1889","","","","","","","","",""
"25656256","","","","","","","3444","3444","3444","","","","","",""
"25656960","","","","","","","","","","","","","553","553","553"
"25657024","","","","","","","","","","","","","148","148","148"
"25658688","5000","5000","5000","","","","","","","","","","","",""
"25658752","","","","","","","","","","","","","574","574","574"
"25659072","","","","","","","","","","","","","663","663","663"
"25659392","","","","","","","872","872","872","","","","","",""
"25660736","5000","5000","5000","","","","","","","","","","","",""
"25660928","","","","","","","","","","","","","434","434","434"
"25661376","","","","3586","3586","3586","","","","","","","","",""
"25661824","","","","","","","","","","","","","185","185","185"
"25661888","","","","","","","","","","","","","189","189","189"
"25662336","","","","","","","5000","5000","5000","","","","","",""
"25663616","","","","","","","","","","813","813","813","","",""
"25663808","","","","5000","5000","5000","","","","","","","","",""
"25664320","5000","5000","5000","","","","","","","","","","","",""
"25664896","","","","","","","","","","","","","253","253","253"
"25665792","","","","","","","","","","898","898","898","","",""
"25666432","","","","5000","5000","5000","","","","","","","","",""
"25666560","","","","","","","4897","4897","4897","","","","","",""
"25666688","","","","","","","","","","","","","200","200","200"
"25666816","","","","5000","5000","5000","","","","","","","","",""
